time,frame,time_since_last_entry,AU04_r,AU06_r,AU07_r,AU10_r,AU12_r,AU14_r,AU01_r,AU02_r,AU05_r,AU09_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU23_c,AU01_c,AU02_c,AU09_c,AU15_c,AU17_c,AU20_c,AU25_c,AU26_c,AU28_c,AU45_c,Borg10_Value
0.0,1,0.0,-0.5376029999999999,-0.747883,-2.110411,-2.200409,-0.5209590000000001,-1.460767,0.214275,0.11108499999999999,0.160734,0.53656,0.12135599999999999,0.972733,-0.027185,0.970775,0.369196,-0.007018000000000001,0.40639699999999995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015283299045760146
0.04,2,0.04,-0.426262,-0.589024,-1.740086,-2.102626,-0.728274,-1.249882,0.6144689999999999,0.703252,0.640727,0.864174,0.762409,0.942109,0.094779,0.83694,0.880559,0.081427,0.21200300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0150213675896358
0.08,3,0.04,-0.48537600000000003,-0.46358900000000003,-1.808847,-1.906109,-0.473666,-1.1100510000000001,0.43871899999999997,0.8531920000000001,0.401785,0.8150189999999999,0.371866,0.674063,-0.081986,0.841413,0.516688,0.600395,0.134873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014759436133511453
0.12,4,0.04,-0.48023000000000005,-0.5525869999999999,-1.753366,-2.0542990000000003,-0.598693,-1.241634,0.194995,0.311639,0.26524000000000003,0.96393,0.386444,0.77436,0.038342,0.881743,0.938442,0.042804,0.132913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014497504677387106
0.16,5,0.04,-0.93324,-0.552088,-1.529955,-2.090507,-0.728812,-1.097006,0.309295,0.577151,-0.170066,0.635681,0.44915299999999997,0.469091,-0.044249000000000004,0.6793319999999999,0.816407,0.5176970000000001,0.067166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01423557322126276
0.2,6,0.04,-0.838593,-0.421946,-1.968493,-1.7740049999999998,-0.519584,-1.27775,0.43180100000000005,1.0688280000000001,-0.09039,0.65569,0.669287,0.724023,-0.13144,0.805145,0.581338,0.5727369999999999,0.229973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013973641765138413
0.24,7,0.04,-0.798059,-0.5880340000000001,-1.8040180000000001,-2.007888,-0.5035109999999999,-1.334266,0.254887,0.356063,0.012434,0.825722,0.48275500000000005,0.746868,-0.28441,0.787758,0.6894020000000001,0.5892689999999999,0.31887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013711710309014066
0.28,8,0.04,-0.555787,-0.613038,-2.105489,-2.139212,-0.5829840000000001,-0.7663949999999999,0.228233,0.251321,-0.332291,0.885813,0.21094000000000002,0.7048810000000001,-0.42729700000000004,0.759424,0.663307,0.516854,-0.019833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01344977885288972
0.32,9,0.04,-0.748108,-0.5187,-1.987827,-1.7365830000000002,-0.47198900000000005,-1.276429,0.216297,0.503604,0.046464,0.789984,0.21656599999999998,1.029362,0.145797,0.9558780000000001,0.6557149999999999,0.310922,0.176839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013187847396765373
0.36,10,0.04,-0.6878,-0.673818,-1.9035939999999998,-1.803078,-0.55515,-0.968834,-0.009751000000000001,-0.11400999999999999,0.07053200000000001,0.6034970000000001,0.29276599999999997,1.241249,0.43377899999999997,1.299142,0.6672,-0.0061070000000000004,0.682535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.012925915940641027
